,idstd,Ancienneté,size_Large,size_Medium,size_Small,colab,Innovation,Secteur_Service,Secteur_Production,IT,R&D,Country_BA,Country_NE,Country_PA
4048,569190,1.414713233738668,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4049,569192,0.15221165111549978,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4050,569193,0.502906535177491,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4051,569196,0.6431844888022875,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4052,569200,-0.9700119778828721,1,0,0,0.0,1.0,0,0,1.0,0.0,0,0,0
4053,569201,1.6251301641758629,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4054,569202,0.3626285815526945,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4055,569203,-0.8998730010704739,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4057,569206,0.502906535177491,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4058,569209,3.1681876540486242,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4059,569213,-0.4089001633836862,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4060,569216,0.15221165111549978,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4061,569218,1.2744352801138716,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4062,569223,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4063,569225,0.3626285815526945,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4064,569227,1.414713233738668,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4065,569229,-0.3387611865712879,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4066,569238,-1.0401509546952703,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4067,569241,0.15221165111549978,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4068,569242,-0.3387611865712879,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4069,569246,0.9938793728642786,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4071,569261,1.0640183496766769,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4072,569262,2.186241978675049,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4073,569269,-0.4790391401960844,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4074,569270,0.9237403960518804,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4075,569271,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4076,569274,0.7133234656146857,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
4077,569275,1.6251301641758629,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4080,569287,1.8355470946130577,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4082,569298,1.8355470946130577,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4083,569300,0.6431844888022875,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4085,569303,0.5730455119898892,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4086,569311,3.378604584485819,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4087,569317,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4088,569319,2.6070758395494384,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4090,569323,0.5730455119898892,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4094,569332,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4095,569335,1.2042963033014733,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4096,569337,2.8876317467990313,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4098,569340,-0.058205279321694954,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4099,569344,1.414713233738668,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4102,569353,0.9938793728642786,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4103,569359,-0.058205279321694954,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4104,569361,0.502906535177491,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4107,569375,1.6251301641758629,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4108,569377,1.34457425692627,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4109,569379,2.4667978859246418,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4111,569384,-0.5491781170084826,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4112,569386,0.222350627927898,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4114,569391,-0.8297340242580756,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4116,569395,-0.7595950474456774,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4117,569397,0.43276755836509273,0,1,0,0.0,0.0,0,0,0.0,1.0,0,0,0
4119,569400,-0.8998730010704739,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4120,569402,-0.7595950474456774,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4121,569403,0.15221165111549978,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4122,569407,-0.6193170938208808,0,1,0,0.0,0.0,0,0,0.0,1.0,0,0,0
4123,569408,0.222350627927898,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4125,569410,-0.6193170938208808,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4126,569413,-0.19848323294649145,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4127,569414,-0.1283442561340932,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4128,569415,0.502906535177491,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4129,569416,0.5730455119898892,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4130,569418,0.9938793728642786,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4132,569422,-1.250567885132465,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4133,569428,0.8536014192394822,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4135,569434,-0.19848323294649145,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4138,569440,-0.7595950474456774,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4139,569442,2.8876317467990313,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4141,569446,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4143,569448,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4144,569450,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4145,569451,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4146,569452,2.9577707236114295,1,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0
4147,569459,-0.6894560706332792,0,1,0,1.0,1.0,0,0,1.0,0.0,0,0,0
4148,569461,1.5549911873634645,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4149,569464,1.975825048237854,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4150,569465,1.6251301641758629,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4152,569473,0.2924896047402963,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4153,569474,1.6251301641758629,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4156,569480,0.6431844888022875,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4157,569481,0.2924896047402963,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4158,569483,0.9237403960518804,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4159,569485,0.6431844888022875,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4160,569488,2.186241978675049,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4162,569493,-0.4790391401960844,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4163,569496,-0.4089001633836862,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4165,569501,-0.058205279321694954,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4167,569509,0.2924896047402963,0,0,1,0.0,1.0,0,0,1.0,1.0,0,0,0
4168,569511,0.7133234656146857,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4169,569512,0.5730455119898892,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4170,569515,3.589021514923014,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4171,569520,0.3626285815526945,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4172,569523,2.186241978675049,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4173,569524,-0.3387611865712879,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4174,569526,0.5730455119898892,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4176,569534,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4177,569535,0.9237403960518804,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4179,569538,-1.250567885132465,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4181,569544,-0.4089001633836862,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4182,569546,0.222350627927898,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4183,569548,1.9056860714254558,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4184,569563,-0.1283442561340932,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4185,569565,-0.6894560706332792,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4186,569566,0.9237403960518804,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4188,569570,-0.5491781170084826,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4189,569571,-0.058205279321694954,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4190,569579,2.045964025050252,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4191,569580,1.6251301641758629,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4192,569581,-0.8297340242580756,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4193,569587,-0.2686222097588897,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4194,569589,0.08207267430310153,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4195,569591,-0.19848323294649145,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4196,569592,-0.4790391401960844,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4197,569594,0.5730455119898892,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4198,569596,-0.4790391401960844,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4199,569597,-0.6894560706332792,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4200,569599,-1.0401509546952703,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4201,569600,0.3626285815526945,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4202,569601,0.08207267430310153,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4203,569604,-0.6193170938208808,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4204,569605,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4205,569607,-0.5491781170084826,1,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0
4206,569609,-0.7595950474456774,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4207,569612,-0.8998730010704739,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4208,569613,-1.0401509546952703,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4209,569614,-0.8998730010704739,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4210,569615,0.5730455119898892,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4211,569616,-0.6193170938208808,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4212,569617,0.3626285815526945,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4213,569618,1.2042963033014733,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
4214,569619,-1.1102899315076686,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4215,569620,-0.8297340242580756,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4216,569621,0.15221165111549978,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4217,569622,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4218,569625,0.5730455119898892,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4219,569632,-0.7595950474456774,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4220,569636,-0.6193170938208808,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4222,569638,-0.19848323294649145,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4223,569642,-0.6193170938208808,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4224,569648,1.975825048237854,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4225,569671,-0.8297340242580756,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4226,569684,0.8536014192394822,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4227,569687,0.783462442427084,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4228,569692,-0.8297340242580756,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4229,569693,0.9938793728642786,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4231,569700,-0.7595950474456774,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4232,569704,0.7133234656146857,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4233,569708,0.5730455119898892,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4234,569711,2.7473537931742347,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4235,569713,0.222350627927898,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4236,569714,0.222350627927898,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4237,569715,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4238,569716,0.15221165111549978,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4239,569718,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4240,569720,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4241,569721,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4242,569722,0.08207267430310153,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4243,569723,-1.3207068619448634,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4244,569726,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4245,569728,0.8536014192394822,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4246,569730,2.326519932299845,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4247,569732,-0.19848323294649145,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4248,569734,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4249,569735,-0.19848323294649145,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4250,569738,-0.058205279321694954,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4251,569740,-0.3387611865712879,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4252,569742,-0.8998730010704739,1,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0
4253,569743,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4254,569744,1.8355470946130577,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4255,569750,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4256,569770,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4257,569775,1.5549911873634645,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4258,569777,0.9938793728642786,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4259,569778,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4260,569781,-0.6193170938208808,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4261,569782,0.6431844888022875,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4262,569783,-0.2686222097588897,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4264,569788,0.011933697490703289,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4265,569789,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4266,569790,-0.4790391401960844,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4267,569792,-0.19848323294649145,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4269,569794,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4270,569796,-0.6894560706332792,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4271,569797,0.5730455119898892,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4272,569801,-0.1283442561340932,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4273,569802,-1.250567885132465,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4274,569803,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4275,569805,-0.3387611865712879,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4277,569807,-0.8297340242580756,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4278,569809,0.502906535177491,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4279,569811,0.222350627927898,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4280,569812,0.502906535177491,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4281,569814,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4282,569815,-0.19848323294649145,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4284,569820,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4285,569822,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4287,569824,1.975825048237854,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4289,569831,-0.4790391401960844,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4290,569832,-0.8297340242580756,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
4291,569834,-0.9700119778828721,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4292,569835,-0.5491781170084826,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4293,569836,-1.0401509546952703,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4294,569838,-0.1283442561340932,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4295,569840,-0.8297340242580756,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4296,569841,-1.1102899315076686,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4297,569848,-1.1102899315076686,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4298,569850,-0.6894560706332792,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4299,569856,-0.6193170938208808,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4300,569857,1.4848522105510664,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4301,569863,0.15221165111549978,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4302,569865,-0.6193170938208808,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4303,569869,0.2924896047402963,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4304,569871,0.2924896047402963,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4305,569872,0.222350627927898,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4306,569873,-0.2686222097588897,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4307,569876,0.9938793728642786,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4308,569878,0.783462442427084,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4309,569884,0.08207267430310153,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4310,569885,-0.6193170938208808,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4311,569886,0.783462442427084,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4313,569889,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4314,569890,0.43276755836509273,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4315,569891,-0.1283442561340932,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4316,569894,1.975825048237854,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4317,569895,-0.8297340242580756,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4318,569896,0.222350627927898,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4319,569898,-0.6894560706332792,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4320,569903,-1.1102899315076686,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4321,569906,0.011933697490703289,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4322,569910,-1.1804289083200667,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4323,569913,-1.1804289083200667,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4324,569915,-1.1102899315076686,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4325,569917,-0.6894560706332792,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4326,569919,-1.1804289083200667,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4327,569922,-1.1804289083200667,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4328,569927,-1.250567885132465,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4329,569928,-0.8998730010704739,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4330,569932,1.2042963033014733,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4332,569934,0.43276755836509273,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4333,569937,2.326519932299845,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4334,569938,0.7133234656146857,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4335,569939,0.222350627927898,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4336,569941,-0.8297340242580756,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4337,569942,-0.1283442561340932,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4338,569943,-0.19848323294649145,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4339,569952,0.15221165111549978,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4340,569953,-0.6894560706332792,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4341,569954,-0.8998730010704739,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4342,569958,0.43276755836509273,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4343,569959,1.0640183496766769,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4344,569961,1.0640183496766769,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4345,569965,0.15221165111549978,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4346,569967,1.6952691409882612,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4347,569969,-0.5491781170084826,0,1,0,1.0,1.0,0,0,0.0,0.0,0,0,0
4348,569972,-0.8297340242580756,1,0,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4349,569977,1.34457425692627,1,0,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4355,570011,0.5730455119898892,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4356,570015,-0.8297340242580756,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4357,570019,-0.3387611865712879,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4359,570043,0.222350627927898,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4360,570045,0.011933697490703289,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4361,570046,1.2744352801138716,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4363,570050,0.08207267430310153,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4364,570051,-0.9700119778828721,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4365,570052,-0.6894560706332792,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4366,570058,-1.0401509546952703,0,1,0,1.0,1.0,0,0,1.0,0.0,0,0,0
4367,570060,-1.1102899315076686,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4369,570068,3.1681876540486242,0,1,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4370,570070,0.3626285815526945,0,1,0,1.0,1.0,0,0,0.0,0.0,0,0,0
4373,570076,-0.3387611865712879,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4375,570079,-0.1283442561340932,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4378,570083,0.8536014192394822,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4379,570084,-0.4790391401960844,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4380,570085,0.2924896047402963,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4381,570087,-0.8998730010704739,0,1,0,1.0,1.0,0,0,1.0,0.0,0,0,0
4383,570092,-0.19848323294649145,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4387,570097,-0.8297340242580756,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4388,570100,-0.3387611865712879,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4389,570101,-1.3207068619448634,1,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
4390,570104,-0.6193170938208808,0,1,0,1.0,1.0,0,0,0.0,0.0,0,0,0
4391,570105,0.2924896047402963,0,1,0,1.0,1.0,0,0,0.0,0.0,0,0,0
4394,570110,0.15221165111549978,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4398,570117,-0.8998730010704739,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4399,570126,-0.058205279321694954,0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0
4400,570129,-0.6193170938208808,0,0,1,1.0,1.0,0,0,0.0,0.0,0,0,0
4401,570131,-0.6193170938208808,0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,0
4405,570136,-1.1102899315076686,0,1,0,1.0,1.0,0,0,0.0,0.0,0,0,0
4407,570145,-1.1102899315076686,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4408,570146,-1.1102899315076686,0,1,0,0.0,1.0,0,0,1.0,1.0,0,0,0
4409,570150,-0.9700119778828721,0,1,0,1.0,1.0,0,0,0.0,0.0,0,0,0
4410,570156,-0.6193170938208808,1,0,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4413,570161,-0.1283442561340932,0,1,0,0.0,1.0,0,0,0.0,1.0,0,0,0
4424,570179,-0.19848323294649145,0,1,0,0.0,1.0,0,0,1.0,0.0,0,0,0
